w_self,kappa_young,kappa_old,diff,p,cohend
1.2,0.011472102535473058,-0.27427561216943136,0.2857477147049044,0.2861687377766767,0.3115095545154949
1.5,0.04669335709072144,-0.27427561216943136,0.3209689692601528,0.2282214831372493,0.3525386347461514
2.0,0.011472102535473058,-0.27427561216943136,0.2857477147049044,0.2861687377766767,0.3115095545154949
2.5,-0.05752766556566319,-0.2965506646610041,0.23902299909534092,0.3835812328071823,0.2539546803931514
